SubjectID,TrialNumber,Scene,LeftCondition,RightCondition,ChosenSide,ChosenCondition,RejectedCondition,ResponseTime_sec,PresentationFPS
j3,156,zeroday,zeroday:dlss_rr_level2,zeroday:restir_level1,RIGHT,zeroday:restir_level1,zeroday:dlss_rr_level2,12.1834,240.0
j3,157,attic,attic:temporal-resolution-multiplexing_level1,attic:duration_flicker_level0,RIGHT,attic:duration_flicker_level0,attic:temporal-resolution-multiplexing_level1,6.1993,239.88
j3,158,marbles,marbles:temporal-resolution-multiplexing_level1,marbles:dlss_rr_level0,RIGHT,marbles:dlss_rr_level0,marbles:temporal-resolution-multiplexing_level1,7.5344,239.97
j3,159,landscape,landscape:restir_level0,landscape:temporal-resolution-multiplexing_level0,RIGHT,landscape:temporal-resolution-multiplexing_level0,landscape:restir_level0,9.7554,239.98
j3,160,zeroday,zeroday:motion_noise_level2,zeroday:stutter_level2,LEFT,zeroday:motion_noise_level2,zeroday:stutter_level2,3.9462,239.98
j3,161,attic,attic:restir_level1,attic:duration_flicker_level1,RIGHT,attic:duration_flicker_level1,attic:restir_level1,4.2453,239.82
j3,162,attic,attic:motion_noise_level2,attic:restir_level1,LEFT,attic:motion_noise_level2,attic:restir_level1,4.8834,240.01
j3,163,bistro_interior,bistro_interior:motion_resolution_level2,bistro_interior:dlss_rr_level2,RIGHT,bistro_interior:dlss_rr_level2,bistro_interior:motion_resolution_level2,5.4465,239.98
j3,164,subway,subway:motion_noise_level0,subway:judder_level2,LEFT,subway:motion_noise_level0,subway:judder_level2,5.3918,240.01
j3,165,bistro_interior,bistro_interior:motion_resolution_level1,bistro_interior:motion_resolution_level2,LEFT,bistro_interior:motion_resolution_level1,bistro_interior:motion_resolution_level2,6.1459,240.01
j3,166,pink_room,pink_room:stutter_level0,pink_room:motion_noise_level2,LEFT,pink_room:stutter_level0,pink_room:motion_noise_level2,8.8875,240.01
j3,167,zeroday,zeroday:motion_noise_level1,zeroday:judder_level0,RIGHT,zeroday:judder_level0,zeroday:motion_noise_level1,8.0667,240.01
j3,168,bistro_exterior,bistro_exterior:motion_noise_level0,bistro_exterior:judder_level1,LEFT,bistro_exterior:motion_noise_level0,bistro_exterior:judder_level1,13.2917,240.0
j3,169,landscape,landscape:restir_level2,landscape:temporal-resolution-multiplexing_level0,RIGHT,landscape:temporal-resolution-multiplexing_level0,landscape:restir_level2,5.4959,240.01
j3,170,classroom,classroom:motion_resolution_level2,classroom:motion_resolution_level1,RIGHT,classroom:motion_resolution_level1,classroom:motion_resolution_level2,4.5506,239.98
j3,171,zeroday,zeroday:dlss_rr_level2,zeroday:restir_level0,RIGHT,zeroday:restir_level0,zeroday:dlss_rr_level2,5.3507,239.98
j3,172,zeroday,zeroday:motion_noise_level2,zeroday:dlss_rr_level2,LEFT,zeroday:motion_noise_level2,zeroday:dlss_rr_level2,3.1667,240.01
j3,173,pink_room,pink_room:stutter_level0,pink_room:duration_flicker_level0,LEFT,pink_room:stutter_level0,pink_room:duration_flicker_level0,7.1792,240.01
j3,174,bistro_exterior,bistro_exterior:motion_noise_level0,bistro_exterior:motion_noise_level2,LEFT,bistro_exterior:motion_noise_level0,bistro_exterior:motion_noise_level2,5.4709,240.01
j3,175,pink_room,pink_room:temporal-resolution-multiplexing_level2,pink_room:dlss_rr_level0,RIGHT,pink_room:dlss_rr_level0,pink_room:temporal-resolution-multiplexing_level2,4.9667,240.01
j3,176,bistro_interior,bistro_interior:temporal-resolution-multiplexing_level1,bistro_interior:motion_noise_level2,LEFT,bistro_interior:temporal-resolution-multiplexing_level1,bistro_interior:motion_noise_level2,4.9173,239.98
j3,177,landscape,landscape:motion_noise_level2,landscape:motion_noise_level1,RIGHT,landscape:motion_noise_level1,landscape:motion_noise_level2,5.2216,239.98
j3,178,subway,subway:motion_resolution_level1,subway:motion_resolution_level0,RIGHT,subway:motion_resolution_level0,subway:motion_resolution_level1,6.7967,239.97
j3,179,bistro_exterior,bistro_exterior:motion_resolution_level0,bistro_exterior:temporal-resolution-multiplexing_level2,LEFT,bistro_exterior:motion_resolution_level0,bistro_exterior:temporal-resolution-multiplexing_level2,4.7965,239.97
j3,180,bistro_interior,bistro_interior:motion_resolution_level1,bistro_interior:temporal-resolution-multiplexing_level1,RIGHT,bistro_interior:temporal-resolution-multiplexing_level1,bistro_interior:motion_resolution_level1,8.6303,239.97
j3,181,subway,subway:restir_level2,subway:noise_colors_level2,RIGHT,subway:noise_colors_level2,subway:restir_level2,7.0631,239.98
j3,182,bistro_exterior,bistro_exterior:stutter_level2,bistro_exterior:motion_resolution_level0,RIGHT,bistro_exterior:motion_resolution_level0,bistro_exterior:stutter_level2,5.059,239.98
j3,183,attic,attic:noise_colors_level2,attic:motion_resolution_level2,LEFT,attic:noise_colors_level2,attic:motion_resolution_level2,4.8792,240.01
j3,184,bistro_exterior,bistro_exterior:restir_level0,bistro_exterior:motion_noise_level2,LEFT,bistro_exterior:restir_level0,bistro_exterior:motion_noise_level2,6.6134,239.98
j3,185,bistro_exterior,bistro_exterior:duration_flicker_level2,bistro_exterior:temporal-resolution-multiplexing_level1,LEFT,bistro_exterior:duration_flicker_level2,bistro_exterior:temporal-resolution-multiplexing_level1,10.4555,239.97
j3,186,bistro_interior,bistro_interior:stutter_level1,bistro_interior:motion_noise_level1,LEFT,bistro_interior:stutter_level1,bistro_interior:motion_noise_level1,9.422,239.98
